RESDATE,QBFDEP,BIDCITY,BIDSTATE,CLOSCD,PSTALP,BSTATUS,COMMENTS,CITYST,RESTYPE,COSTMOSTRECENTASOF,URL,PTRDATE,COST,QBFASSET,UNINSDEP,TERMI,FAILYR,CHCLASS,FUND,BANKNO,BIDNAME,FIN,FAILDATE,SAVR,RESTYPE1,NAME,CHCLASS1,FSL_PROG,CITY,CERT,BRDATE,ID
5/28/2010,224024.0,JACKSONVILLE,FL,TASNN,FL,I,,"TAMPA BAY, FL",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/bankoffloridatb.html,,30582.0,240513.0,,T,2010,NM,5,,EVERBANK,10243,5/28/2010,DIF,PA,BANK OF FLORIDA - TAMPA BAY,NM,,TAMPA BAY,57814.0,,3811
5/21/2010,58288.0,LA CROSSE,WI,TASNN,MN,I,,"ST. PAUL, MN",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/pinehurstmn.html,,8410.0,61215.0,,T,2010,NM,5,,COULEE BANK,10240,5/21/2010,DIF,PA,PINEHURST BANK,NM,,ST. PAUL,57735.0,,3806
5/14/2010,2420738.0,ARKON,OH,TABNN,IL,I,,"ELMWOOD PARK, IL",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/midwestil.html,,0.0,3172915.0,,T,2010,SM,5,,"FIRSTMERIT BANK, NATIONAL ASSOCIATION",10236,5/14/2010,DIF,PA,MIDWEST BANK AND TRUST COMPANY,SM,,ELMWOOD PARK,18117.0,,3802
5/14/2010,102463.0,PINE BLUFF,AR,TASNN,MO,I,,"SPRINGFIELD, MO",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/swcmntymo.html,,25580.0,100659.0,,T,2010,NM,5,,SIMMONS FIRST NATIONAL BANK,10239,5/14/2010,DIF,PA,SOUTHWEST COMMUNITY BANK,NM,,SPRINGFIELD,34255.0,,3803
5/14/2010,134005.0,MOULTRIE,GA,TASNN,GA,I,,"SAINT MARYS, GA",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/satillacmntyga.html,,36321.0,135688.0,,T,2010,NM,5,,AMERIS BANK,10238,5/14/2010,DIF,PA,SATILLA COMMUNITY BANK,NM,,SAINT MARYS,35114.0,,3804
5/14/2010,101884.0,ANN ARBOR,MI,TASNN,MI,I,,"PLYMOUTH, MI",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/newlibertymi.html,,23558.0,111239.0,,T,2010,NM,5,,BANK OF ANN ARBOR,10237,5/14/2010,DIF,PA,NEW LIBERTY BANK,NM,,PLYMOUTH,35586.0,,3805
5/7/2010,230190.0,LAKE CITY,FL,PASNN,FL,I,,"BONIFAY, FL",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/bonifay.html,,65887.0,242871.0,,T,2010,NM,5,,FIRST FEDERAL BANK OF FLORIDA,10234,5/7/2010,DIF,PA,THE BANK OF BONIFAY,NM,,BONIFAY,14246.0,,3798
5/7/2010,31969.0,PRINSBURG,MN,TASNN,MN,I,,"CHAMPLIN, MN",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/accessbank.html,,7916.0,31996.0,,T,2010,NM,5,,PRINSBANK,10233,5/7/2010,DIF,PA,ACCESS BANK,NM,,CHAMPLIN,16476.0,,3799
5/7/2010,291173.0,LOS ANGELES,CA,TABNN,CA,I,,"SAN DIEGO, CA",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/1stpacific.html,,6342.0,335798.0,,T,2010,SM,5,,CITY NATIONAL BANK,10232,5/7/2010,DIF,PA,1st PACIFIC BANK OF CALIFORNIA,SM,,SAN DIEGO,35517.0,,3800
5/7/2010,113243.0,TUCSON,AZ,TASNN,AZ,I,,"MESA, AZ",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/townebank.html,,44322.0,120246.0,,T,2010,NM,5,,COMMERCE BANK OF ARIZONA,10235,5/7/2010,DIF,PA,TOWNE BANK OF ARIZONA,NM,,MESA,57697.0,,3801
4/30/2010,43635.0,BUTLER,MO,TANNN,MO,I,,"BUTLER, MO",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/bc-natl.html,,8620.0,52204.0,,T,2010,N,5,,COMMUNITY FIRST BANK,10225,4/30/2010,DIF,PA,BC NATIONAL BANKS,N,,BUTLER,17792.0,,3791
4/30/2010,2846886.0,SAN FRANCISCO,CA,TASNN,WA,I,,"EVERETT, WA",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/frontier.html,,453920.0,3250734.0,,T,2010,NM,5,,"UNION BANK, NATIONAL ASSOCIATION",10228,4/30/2010,DIF,PA,FRONTIER BANK,NM,,EVERETT,22710.0,,3792
4/30/2010,1861350.0,SAN JUAN,PR,TASNN,PR,I,,"SAN JUAN, PR",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/eurobank-puertorico.html,,539124.0,2453138.0,,T,2010,NM,5,,ORIENTAL BANK AND TRUST,10229,4/30/2010,DIF,PA,EUROBANK,NM,,SAN JUAN,27150.0,,3793
4/30/2010,1418445.0,TROY,MI,TAMNN,MI,I,,"PORT HURON, MI",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/cfbancorp.html,,340615.0,1599122.0,,T,2010,SI,5,,FIRST MICHIGAN BANK,10226,4/30/2010,DIF,PA,CF BANCORP,SI,,PORT HURON,30005.0,,3794
4/30/2010,8420357.0,SAN JUAN,PR,TASNN,PR,A,,"MAYAGUEZ, PR",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/westernbank-puertorico.html,,2178141.0,10797345.0,,,2010,NM,5,,BANCO POPULAR DE PUERTO RICO,10231,4/30/2010,DIF,PA,WESTERNBANK PUERTO RICO,NM,,MAYAGUEZ,31027.0,,3795
4/30/2010,4220108.0,SAN JUAN,PR,TASNN,PR,A,,"HATO REY, PR",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/r-gpremier-puertorico.html,,983599.0,5681177.0,,,2010,NM,5,,SCOTIABANK DE PUERTO RICO,10230,4/30/2010,DIF,PA,R-G PREMIER BANK OF PUERTO RICO,NM,,HATO REY,32185.0,,3796
4/30/2010,162816.0,LIBERTY,MO,TASNN,MO,I,,"CREVE COEUR, MO",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/champion.html,,57091.0,195510.0,,T,2010,NM,5,,BANKLIBERTY,10227,4/30/2010,DIF,PA,CHAMPION BANK,NM,,CREVE COEUR,58362.0,,3797
4/23/2010,2743485.0,CHICAGO,IL,TANNN,IL,A,,"ROCKFORD, IL",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/amcore.html,,15491.0,3066240.0,,,2010,N,5,,HARRIS NATIONAL ASSOCIATION,10218,4/23/2010,DIF,PA,"AMCORE BANK, NATIONAL ASSOCIATION",N,,ROCKFORD,3735.0,,3784
4/23/2010,124676.0,ITASCA,IL,TASNN,IL,I,,"PEOTONE, IL",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/peotone.html,,45596.0,130165.0,,T,2010,NM,5,,FIRST MIDWEST BANK,10223,4/23/2010,DIF,PA,PEOTONE BANK AND TRUST COMPANY,NM,,PEOTONE,10888.0,,3785
4/23/2010,1023421.0,CHICAGO,IL,TASNN,IL,I,,"CHICAGO, IL",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/broadway.html,,377438.0,1059194.0,,T,2010,NM,5,,"MB FINANCIAL BANK, NATIONAL ASSOCIATION",10219,4/23/2010,DIF,PA,BROADWAY BANK,NM,,CHICAGO,22853.0,,3786
4/23/2010,162627.0,NORTHBROOK,IL,TAMNN,IL,A,,"CHICAGO, IL",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/lincoln-park.html,,37991.0,194618.0,,T,2010,SI,5,,NORTHBROOK BANK AND TRUST COMPANY,10221,4/23/2010,DIF,PA,LINCOLN PARK SAVINGS BANK,SI,,CHICAGO,30600.0,,3787
4/23/2010,72772.0,OAK BROOK,IL,PASNN,IL,I,,"CHICAGO, IL",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/citizens-bank.html,,41327.0,73490.0,,T,2010,NM,5,,REPUBLIC BANK OF CHICAGO,10220,4/23/2010,DIF,PA,CITIZENS BANK & TRUST COMPANY OF CHICAGO,NM,,CHICAGO,34658.0,,3788
4/23/2010,438999.0,CHICAGO,IL,TASNN,IL,I,,"CHICAGO, IL",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/new-century-il.html,,132056.0,447239.0,,T,2010,NM,5,,"MB FINANCIAL BANK, NATIONAL ASSOCIATION",10222,4/23/2010,DIF,PA,NEW CENTURY BANK,NM,,CHICAGO,34821.0,,3789
4/23/2010,448917.0,WHEATON,IL,TASNN,IL,I,,"NAPERVILLE, IL",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/wheatland.html,,189658.0,441694.0,,T,2010,NM,5,,WHEATON BANK & TRUST,10224,4/23/2010,DIF,PA,WHEATLAND BANK,NM,,NAPERVILLE,58429.0,,3790
4/16/2010,919606.0,COUPEVILLE,WA,TASNN,WA,I,,"LYNNWOOD, WA",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/citybank.html,,154993.0,981913.0,,T,2010,NM,5,,WHIDBEY ISLAND BANK,10212,4/16/2010,DIF,PA,CITY BANK,NM,,LYNNWOOD,21521.0,,3776
4/16/2010,223164.0,LOS ANGELES,CA,TASNN,CA,I,,"OAKLAND, CA",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/innovative.html,,22715.0,266816.0,,T,2010,NM,5,,CENTER BANK,10214,4/16/2010,DIF,PA,INNOVATIVE BANK,NM,,OAKLAND,23876.0,,3777
4/16/2010,2724475.0,WILMINGTON,DE,TANNN,FL,A,,"FORT PIERCE, FL",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/riverside-natl.html,,0.0,3393818.0,,,2010,N,5,,"TD BANK, NATIONAL ASSOCIATION",10216,4/16/2010,DIF,PA,RIVERSIDE NATIONAL BANK OF FLORIDA,N,,FORT PIERCE,24067.0,,3778
4/16/2010,227420.0,BRIDGEPORT,CT,TAMNN,MA,I,,"LOWELL, MA",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/butlerbank.html,,18261.0,245534.0,,T,2010,SI,5,,PEOPLE'S UNITED BANK,10211,4/16/2010,DIF,PA,BUTLER BANK,SI,,LOWELL,26619.0,,3779
4/16/2010,369617.0,WILMINGTON,DE,TAFNN,FL,I,,"PALATKA, FL",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/ffbnf.html,,11969.0,440122.0,,T,2010,SB,5,,"TD BANK, NATIONAL ASSOCIATION",10213,4/16/2010,DIF,PA,FIRST FEDERAL BANK OF NORTH FLORIDA,SB,,PALATKA,28886.0,,3780
4/16/2010,457206.0,SAN FRANCISCO,CA,TASNN,CA,I,,"SAN RAFAEL, CA",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/tamalpais.html,,0.0,611504.0,,T,2010,NM,5,,"UNION BANK, NATIONAL ASSOCIATION",10217,4/16/2010,DIF,PA,TAMALPAIS BANK,NM,,SAN RAFAEL,33493.0,,3781
4/16/2010,48622.0,,,POSNN,MI,I,,"STERLING HEIGHTS, MI",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/lakeside-comm.html,,20977.0,49173.0,,T,2010,NM,5,,,10215,4/16/2010,DIF,PO,LAKESIDE COMMUNITY BANK,NM,,STERLING HEIGHTS,34878.0,,3782
4/16/2010,100070.0,WILMINGTON,DE,TASNN,FL,I,,"CLERMONT, FL",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/americanfirst.html,,16404.0,104034.0,,T,2010,NM,5,,"TD BANK, NATIONAL ASSOCIATION",10210,4/16/2010,DIF,PA,AMERICANFIRST BANK,NM,,CLERMONT,57724.0,,3783
4/9/2010,521138.0,THOMASVILLE,NC,TANNN,SC,I,,"MYRTLE BEACH, SC",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/beachfirst.html,,164585.0,590024.0,,T,2010,N,5,,BANK OF NORTH CAROLINA,10209,4/9/2010,DIF,PA,BEACH FIRST NATIONAL BANK,N,,MYRTLE BEACH,34242.0,,3775
3/26/2010,264286.0,LITTLE ROCK,AR,TANNN,GA,I,,"CARTERSVILLE, GA",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/unity-natl.html,,73589.0,300590.0,,T,2010,N,5,,BANK OF THE OZARKS,10208,3/26/2010,DIF,PA,UNITY NATIONAL BANK,N,,CARTERSVILLE,34678.0,,3771
3/26/2010,67662.0,CONWAY,AR,TAFNN,FL,I,,"KEY WEST, FL",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/key-west.html,,16210.0,88031.0,,T,2010,SB,5,,CENTENNIAL BANK,10206,3/26/2010,DIF,PA,KEY WEST BANK,SB,,KEY WEST,34684.0,,3772
3/26/2010,426473.0,WESTBURY,NY,TASNN,AZ,I,,"PHOENIX, AZ",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/deserthills.html,,108862.0,496552.0,,T,2010,NM,5,,NEW YORK COMMUNITY BANK,10205,3/26/2010,DIF,PA,DESERT HILLS BANK,NM,,PHOENIX,57060.0,,3773
3/26/2010,343339.0,WEST POINT,GA,TASNN,GA,I,,"CARROLLTON, GA",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/mcintosh.html,,164026.0,363405.0,,T,2010,NM,5,,CHARTERBANK,10207,3/26/2010,DIF,PA,MCINTOSH COMMERCIAL BANK,NM,,CARROLLTON,57399.0,,3774
3/19/2010,27801.0,ASHLAND,WI,TASNN,MN,I,,"AURORA, MN",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/state-aurora.html,,7026.0,28159.0,,T,2010,NM,5,,NORTHERN STATE BANK,10203,3/19/2010,DIF,PA,STATE BANK OF AURORA,NM,,AURORA,8221.0,,3764
3/19/2010,339597.0,GASTONIA,NC,TASNN,GA,I,,"HIAWASSEE, GA",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/bankofhiawassee.html,,107263.0,377779.0,,T,2010,NM,5,,CITIZENS SOUTH BANK,10202,3/19/2010,DIF,PA,BANK OF HIAWASSEE,NM,,HIAWASSEE,10054.0,,3765
3/19/2010,66752.0,WILMINGTON,OH,TANNN,OH,I,,"PARMA, OH",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/amer-natl-oh.html,,14960.0,70318.0,,T,2010,N,5,,THE NATIONAL BANK AND TRUST COMPANY,10201,3/19/2010,DIF,PA,AMERICAN NATIONAL BANK,N,,PARMA,18806.0,,3766
3/19/2010,131117.0,LUVERNE,AL,TASNN,AL,I,,"FORT DEPOSIT, AL",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/firstlowndes.html,,11725.0,137175.0,,T,2010,NM,5,,FIRST CITIZENS BANK,10204,3/19/2010,DIF,PA,FIRST LOWNDES BANK,NM,,FORT DEPOSIT,24957.0,,3767
3/19/2010,1519471.0,,,POSNN,UT,I,,"DRAPER, UT",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/advanta-ut.html,,521525.0,1525931.0,,T,2010,NM,5,,,10200,3/19/2010,DIF,PO,ADVANTA BANK CORP.,NM,,DRAPER,33535.0,,3768
3/19/2010,917575.0,CARROLLTON,GA,TASNN,GA,I,,"ELLIJAY, GA",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/appalachian.html,,456455.0,1010075.0,,T,2010,NM,5,,COMMUNITY & SOUTHERN BANK,10199,3/19/2010,DIF,PA,APPALACHIAN COMMUNITY BANK,NM,,ELLIJAY,33989.0,,3769
3/19/2010,93967.0,THOMASTON,GA,TASNN,GA,I,,"DULUTH, GA",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/cent-security.html,,37707.0,96535.0,,T,2010,NM,5,,BANK OF UPSON,10198,3/19/2010,DIF,PA,CENTURY SECURITY BANK,NM,,DULUTH,58104.0,,3770
3/12/2010,494505.0,WAYNE,NJ,TASNN,NY,I,,"NEW YORK, NY",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/parkavenue-ny.html,,76368.0,520146.0,,T,2010,NM,5,,VALLEY NATIONAL BANK,10195,3/12/2010,DIF,PA,THE PARK AVENUE BANK,NM,,NEW YORK,27096.0,,3761
3/12/2010,207821.0,LAFAYETTE,LA,TASNN,LA,I,,"COVINGTON, LA",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/statewide.html,,26124.0,243215.0,,T,2010,NM,5,,HOME BANK,10196,3/12/2010,DIF,PA,STATEWIDE BANK,NM,,COVINGTON,29561.0,,3762
3/12/2010,319746.0,CONWAY,AR,TABNN,FL,I,,"ORLANDO, FL",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/oldsouthern.html,,76501.0,336390.0,,T,2010,SM,5,,CENTENNIAL BANK,10197,3/12/2010,DIF,PA,OLD SOUTHERN BANK,SM,,ORLANDO,58182.0,,3763
3/11/2010,209477.0,WAYNE,NJ,TASNN,NY,I,,"NEW YORK, NY",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/LibertyPointe.html,,18407.0,216500.0,,T,2010,NM,5,,VALLEY NATIONAL BANK,10194,3/11/2010,DIF,PA,LIBERTYPOINTE BANK,NM,,NEW YORK,58071.0,,3760
3/5/2010,198487.0,BLOOMINGTON,IL,TABNN,IL,I,,"NORMAL, IL",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/bankofillinois.html,,18737.0,211711.0,,T,2010,SM,5,,HEARTLAND BANK AND TRUST COMPANY,10191,3/5/2010,DIF,PA,BANK OF ILLINOIS,SM,,NORMAL,9268.0,,3756
3/5/2010,443481.0,RALEIGH,NC,TABNN,FL,I,,"BOCA RATON, FL",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/sunamerican.html,,122301.0,535724.0,,T,2010,SM,5,,FIRST-CITIZENS BANK,10192,3/5/2010,DIF,PA,SUN AMERICAN BANK,SM,,BOCA RATON,27126.0,,3757
3/5/2010,205076.0,,,POSNN,UT,A,,"OGDEN, UT",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/centennial-ut.html,,70571.0,212839.0,,,2010,NM,5,,,10193,3/5/2010,DIF,PO,CENTENNIAL BANK,NM,,OGDEN,34430.0,,3758
3/5/2010,156188.0,,,DTFNN,MD,I,,"GERMANTOWN, MD",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/waterfield.html,,11322.0,155566.0,,T,2010,SB,5,,,10190,3/5/2010,DIF,DINB,WATERFIELD BANK,SB,,GERMANTOWN,34976.0,,3759
2/26/2010,446192.0,ROSEBURG,OR,TAMNN,WA,I,,"TACOMA, WA",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/rainier.html,,2752.0,717806.0,,T,2010,SI,5,,UMPQUA BANK,10189,2/26/2010,DIF,PA,RAINIER PACIFIC BANK,SI,,TACOMA,38129.0,,3754
2/26/2010,50024.0,RENO,NV,TASNN,NV,I,,"CARSON CITY, NV",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/carsonriver.html,,14451.0,51095.0,,T,2010,NM,5,,HERITAGE BANK OF NEVADA,10188,2/26/2010,DIF,PA,CARSON RIVER COMMUNITY BANK,NM,,CARSON CITY,58352.0,,3755
2/19/2010,49275.0,HONDO,TX,TANNN,TX,I,,"LA COSTE, TX",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/lacoste.html,,5709.0,53936.0,,T,2010,N,5,,COMMUNITY NATIONAL BANK,10186,2/19/2010,DIF,PA,THE LA COSTE NATIONAL BANK,N,,LA COSTE,3287.0,,3750
2/19/2010,395310.0,AKRON,OH,TAMNN,IL,I,,"ORLAND PARK, IL",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/georgewashington.html,,118852.0,413673.0,,T,2010,SI,5,,"FIRSTMERIT BANK, NATIONAL ASSOCIATION",10184,2/19/2010,DIF,PA,GEORGE WASHINGTON SAVINGS BANK,SI,,ORLAND PARK,29952.0,,3751
2/19/2010,2799362.0,PASADENA,CA,TAFNN,CA,I,,"LA JOLLA, CA",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/lajolla.html,,560147.0,3646071.0,,T,2010,SB,5,,"ONEWEST BANK, FSB",10185,2/19/2010,DIF,PA,"LA JOLLA BANK, FSB",SB,,LA JOLLA,32423.0,,3752
2/19/2010,117097.0,OMAHA,NB,TABNN,FL,I,,"MARCO ISLAND, FL",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/marco.html,,25614.0,119578.0,,T,2010,SM,5,,MUTUAL OF OMAHA BANK,10187,2/19/2010,DIF,PA,MARCO COMMUNITY BANK,SM,,MARCO ISLAND,57586.0,,3753
2/5/2010,16327.0,OMEGA,MN,TASNN,MN,I,,"HANCOCK, MN",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/1stamerican.html,,4521.0,18155.0,,T,2010,NM,5,,"COMMUNITY DEVELOPMENT BANK, FSB",10183,2/5/2010,DIF,PA,1ST AMERICAN STATE BANK OF MINNESOTA,NM,,HANCOCK,15448.0,,3749
1/29/2010,776556.0,MIAMI,FL,TASNN,FL,I,,"IMMOKALEE, FL",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/floridacommunity.html,,308984.0,835701.0,,T,2010,NM,5,,"PREMIER AMERICAN BANK, NATIONAL ASSOCIATION",10181,1/29/2010,DIF,PA,FLORIDA COMMUNITY BANK,NM,,IMMOKALEE,5672.0,,3743
1/29/2010,1067957.0,ORANGEBURG,SC,TASNN,GA,I,,"CORNELIA, GA",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/cbt-cornelia.html,,477153.0,1181717.0,,T,2010,NM,5,,"SCBT, NATIONAL ASSOCIATION",10180,1/29/2010,DIF,PA,COMMUNITY BANK & TRUST,NM,,CORNELIA,5702.0,,3744
1/29/2010,55662.0,CAVALIER,ND,TANNN,MN,I,,"HALLOCK, MN",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/marshall-mn.html,,1063.0,58566.0,,T,2010,N,5,,UNITED VALLEY BANK,10182,1/29/2010,DIF,PA,"MARSHALL BANK, NATIONAL ASSOCIATION",N,,HALLOCK,16133.0,,3745
1/29/2010,780196.0,CARROLLTON,GA,TANNN,GA,I,,"CARROLLTON, GA",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/firstnational-carrollton.html,,203881.0,840633.0,,T,2010,N,5,,COMMUNITY & SOUTHERN BANK,10179,1/29/2010,DIF,PA,FIRST NATIONAL BANK OF GEORGIA,N,,CARROLLTON,16480.0,,3746
1/29/2010,287443.0,TACOMA,WA,TASNN,WA,I,,"BAINBRIDGE ISLAND, WA",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/americanmarine.html,,28352.0,329246.0,,T,2010,NM,5,,COLUMBIA STATE BANK,10178,1/29/2010,DIF,PA,AMERICAN MARINE BANK,NM,,BAINBRIDGE ISLAND,16730.0,,3747
1/29/2010,1664450.0,RALEIGH,NC,TASNN,CA,I,,"LOS ANGELES, CA",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/firstregional.html,,224134.0,2082684.0,,T,2010,NM,5,,FIRST-CITIZENS BANK & TRUST COMPANY,10177,1/29/2010,DIF,PA,FIRST REGIONAL BANK,NM,,LOS ANGELES,23011.0,,3748
1/22/2010,20335.0,SALINA,KS,PASNN,MO,I,,"LEETON, MO",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/leeton.html,,7092.0,20128.0,,T,2010,NM,5,,SUNFLOWER BANK,10174,1/22/2010,DIF,PA,BANK OF LEETON,NM,,LEETON,8265.0,,3738
1/22/2010,340378.0,ROSEBURG,OR,TASNN,WA,I,,"SEATTLE, WA",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/evergreen-wa.html,,43422.0,395980.0,,T,2010,NM,5,,UMPQUA BANK,10172,1/22/2010,DIF,PA,EVERGREEN BANK,NM,,SEATTLE,20501.0,,3739
1/22/2010,908132.0,TACOMA,WA,TASNN,OR,I,,"THE DALLES, OR",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/columbiariver.html,,54899.0,955112.0,,T,2010,NM,5,,COLUMBIA STATE BANK,10176,1/22/2010,DIF,PA,COLUMBIA RIVER BANK,NM,,THE DALLES,22469.0,,3740
1/22/2010,859933.0,ALBUQUERQUE,NM,TAFNN,NM,I,,"SANTA FE, NM",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/charter-nm.html,,127197.0,1201922.0,,T,2010,SB,5,,CHARTER BANK,10175,1/22/2010,DIF,PA,CHARTER BANK,SB,,SANTA FE,32498.0,,3741
1/22/2010,285554.0,MIAMI,FL,TASNN,FL,I,,"MIAMI, FL",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/premieramerican.html,,84454.0,299225.0,,T,2010,NM,5,,"PREMIER AMERICAN BANK, NATIONAL ASSOCIATION",10173,1/22/2010,DIF,PA,PREMIER AMERICAN BANK,NM,,MIAMI,57147.0,,3742
1/15/2010,697109.0,,,DTBNN,UT,A,,"KAYSVILLE, UT",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/barnes.html,,107033.0,709171.0,,,2010,SM,5,,,10171,1/15/2010,DIF,DINB,BARNES BANKING COMPANY,SM,,KAYSVILLE,1252.0,,3735
1/15/2010,23912.0,ST. JOSEPH,MN,TASNN,MN,I,,"ST. STEPHEN, MN",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/ststephen.html,,7707.0,22895.0,,T,2010,NM,5,,FIRST STATE BANK OF ST. JOSEPH,10169,1/15/2010,DIF,PA,ST. STEPHEN STATE BANK,NM,,ST. STEPHEN,17522.0,,3736
1/15/2010,68323.0,ELK GROVE VILLAGE,IL,TASNN,IL,I,,"ANTIOCH, IL",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/towncommunity.html,,23289.0,70758.0,,T,2010,NM,5,,FIRST AMERICAN BANK,10170,1/15/2010,DIF,PA,TOWN COMMUNITY BANK AND TRUST,NM,,ANTIOCH,34705.0,,3737
1/8/2010,1049063.0,SEATTLE,WA,TAMNN,WA,I,,"BELLINGHAM, WA",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/horizon-wa.html,,205488.0,1188956.0,,T,2010,NM,5,,WASHINGTON FEDERAL SAVINGS AND LOAN ASSOCIATION,10168,1/8/2010,DIF,PA,HORIZON BANK,NM,,BELLINGHAM,22977.0,,3734
12/18/2009,157149.0,,,DTSNN,MI,A,,"NEW BALTIMORE, MI",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/citizensstate-mi.html,,68309.0,168551.0,,,2009,NM,5,,,10162,12/18/2009,DIF,DINB,CITIZENS STATE BANK,NM,,NEW BALTIMORE,1006.0,,3727
12/18/2009,2822300.0,LOS ANGELES,CA,TASNN,CA,A,,"LA JOLLA, CA",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/imperialcapital.html,,270986.0,4046888.0,,,2009,NM,5,,CITY NATIONAL BANK,10161,12/18/2009,DIF,PA,IMPERIAL CAPITAL BANK,NM,,LA JOLLA,26348.0,,3728
1/13/2010,511473.0,IRVING,TX,PIBNN,IL,A,,"SPRINGFIELD, IL",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/ibb.html,,0.0,585508.0,,,2009,SM,5,,THE INDEPENDENT BANKERSBANK,10166,12/18/2009,DIF,PI,INDEPENDENT BANKERS' BANK,SM,,SPRINGFIELD,26820.0,09-12-18,3729
